实体ID,实体名称,实体类型
2347,3840.0,患者
2348,3842.0,患者
2349,3843.0,患者
2350,3845.0,患者
2351,3846.0,患者
2352,3847.0,患者
2353,3848.0,患者
2354,3849.0,患者
2355,3850.0,患者
2356,3851.0,患者
2357,3853.0,患者
2358,3854.0,患者
2359,3855.0,患者
2360,3856.0,患者
2361,3857.0,患者
2362,3858.0,患者
2363,3859.0,患者
2364,3860.0,患者
2365,3861.0,患者
2366,3862.0,患者
2367,3863.0,患者
2368,3864.0,患者
2369,3865.0,患者
2370,3866.0,患者
2371,3867.0,患者
2372,3868.0,患者
2373,3869.0,患者
2374,3870.0,患者
2375,3871.0,患者
2376,3872.0,患者
2377,3873.0,患者
2378,3874.0,患者
2379,3875.0,患者
2380,3876.0,患者
2381,3877.0,患者
2382,3878.0,患者
2383,3879.0,患者
2384,3880.0,患者
2385,3881.0,患者
2386,3882.0,患者
2387,3883.0,患者
2388,3884.0,患者
2389,3885.0,患者
2390,3886.0,患者
2391,3887.0,患者
2392,3888.0,患者
2393,3889.0,患者
2394,3890.0,患者
2395,3891.0,患者
2396,3892.0,患者
2397,3893.0,患者
2398,3894.0,患者
2399,3895.0,患者
2400,3896.0,患者
2401,3897.0,患者
2402,3898.0,患者
2403,3899.0,患者
2404,3900.0,患者
2405,3901.0,患者
2406,3902.0,患者
2407,3903.0,患者
2408,3904.0,患者
2409,3905.0,患者
2410,3906.0,患者
2411,3907.0,患者
2412,3908.0,患者
2413,3909.0,患者
2414,3910.0,患者
2415,3911.0,患者
2416,3912.0,患者
2417,3913.0,患者
2418,3914.0,患者
2419,3915.0,患者
2420,3916.0,患者
2421,3918.0,患者
2422,3919.0,患者
2423,3920.0,患者
2424,3921.0,患者
2425,3922.0,患者
2426,3923.0,患者
2427,3924.0,患者
2428,3925.0,患者
2429,3926.0,患者
2430,3928.0,患者
2431,3929.0,患者
2432,3931.0,患者
2433,3932.0,患者
2434,3933.0,患者
2435,3934.0,患者
2436,3935.0,患者
2437,3936.0,患者
2438,3937.0,患者
2439,3938.0,患者
2440,3939.0,患者
2441,3940.0,患者
2442,3941.0,患者
2443,3942.0,患者
2444,3943.0,患者
2445,3944.0,患者
2446,3945.0,患者
2447,3946.0,患者
2448,3948.0,患者
2449,3949.0,患者
2450,3950.0,患者
2451,3951.0,患者
2452,3952.0,患者
2453,3953.0,患者
2454,3954.0,患者
2455,3955.0,患者
2456,3956.0,患者
2457,3957.0,患者
2458,3958.0,患者
2459,3960.0,患者
2460,3961.0,患者
2461,3962.0,患者
2462,3963.0,患者
2463,3964.0,患者
2464,3965.0,患者
2465,3966.0,患者
2466,3967.0,患者
2467,3968.0,患者
2468,3969.0,患者
2469,3970.0,患者
2470,3971.0,患者
2471,3972.0,患者
2472,3973.0,患者
2473,3974.0,患者
2474,3975.0,患者
2475,3976.0,患者
2476,3977.0,患者
2477,3978.0,患者
2478,3980.0,患者
2479,3981.0,患者
2480,3982.0,患者
2481,3983.0,患者
2482,3984.0,患者
2483,3985.0,患者
2484,3986.0,患者
2485,3987.0,患者
2486,3988.0,患者
2487,3989.0,患者
2488,3990.0,患者
2489,3991.0,患者
2490,3992.0,患者
2491,3993.0,患者
2492,3994.0,患者
2493,3995.0,患者
2494,3996.0,患者
2495,3997.0,患者
2496,3998.0,患者
2497,3999.0,患者
2498,4000.0,患者
2499,4001.0,患者
2500,4002.0,患者
2501,4003.0,患者
2502,4004.0,患者
2503,4005.0,患者
2504,4006.0,患者
2505,4007.0,患者
2506,4008.0,患者
2507,4009.0,患者
2508,4010.0,患者
2509,4011.0,患者
2510,4012.0,患者
2511,4013.0,患者
2512,4014.0,患者
2513,4015.0,患者
2514,4016.0,患者
2515,4017.0,患者
2516,4018.0,患者
2517,4019.0,患者
2518,4020.0,患者
2519,4021.0,患者
2520,4022.0,患者
2521,4023.0,患者
2522,4024.0,患者
2523,4025.0,患者
2524,4027.0,患者
2525,4028.0,患者
2526,4029.0,患者
2527,4030.0,患者
2528,4031.0,患者
2529,4032.0,患者
2530,4033.0,患者
2531,4035.0,患者
2532,4036.0,患者
2533,4037.0,患者
2534,4038.0,患者
2535,4039.0,患者
2536,4040.0,患者
2537,4041.0,患者
2538,4042.0,患者
2539,4043.0,患者
2540,4044.0,患者
2541,4045.0,患者
2542,4046.0,患者
2543,4047.0,患者
2544,4049.0,患者
2545,4051.0,患者
2546,4052.0,患者
2547,4053.0,患者
2548,4054.0,患者
2549,4055.0,患者
2550,4056.0,患者
2551,4057.0,患者
2552,4058.0,患者
2553,4059.0,患者
2554,4060.0,患者
2555,4061.0,患者
2556,4062.0,患者
2557,4063.0,患者
2558,4064.0,患者
2559,4065.0,患者
2560,4066.0,患者
2561,4067.0,患者
2562,4068.0,患者
2563,4069.0,患者
2564,4070.0,患者
2565,4071.0,患者
2566,4072.0,患者
2567,4073.0,患者
2568,4074.0,患者
2569,4075.0,患者
2570,4076.0,患者
2571,4077.0,患者
2572,4078.0,患者
2573,4079.0,患者
2574,4080.0,患者
2575,4081.0,患者
2576,4082.0,患者
2577,4083.0,患者
2578,4084.0,患者
2579,4085.0,患者
2580,4087.0,患者
2581,4089.0,患者
2582,4090.0,患者
2583,4091.0,患者
2584,4092.0,患者
2585,4093.0,患者
2586,4094.0,患者
2587,4095.0,患者
2588,4096.0,患者
2589,4097.0,患者
2590,4098.0,患者
2591,4099.0,患者
2592,4100.0,患者
2593,4101.0,患者
2594,4102.0,患者
2595,4103.0,患者
2596,4104.0,患者
2597,4105.0,患者
2598,4106.0,患者
2599,4107.0,患者
2600,4108.0,患者
2601,4109.0,患者
2602,4110.0,患者
2603,4111.0,患者
2604,4112.0,患者
2605,4114.0,患者
2606,4116.0,患者
2607,4118.0,患者
2608,4119.0,患者
2609,4120.0,患者
2610,4121.0,患者
2611,4122.0,患者
2612,4123.0,患者
2613,4124.0,患者
2614,4125.0,患者
2615,4126.0,患者
2616,4127.0,患者
2617,4128.0,患者
2618,4129.0,患者
2619,4130.0,患者
2620,4131.0,患者
2621,4132.0,患者
2622,4133.0,患者
2623,4134.0,患者
2624,4135.0,患者
2625,4136.0,患者
2626,4137.0,患者
2627,4138.0,患者
2628,4139.0,患者
2629,4140.0,患者
2630,4141.0,患者
2631,4143.0,患者
2632,4144.0,患者
2633,4145.0,患者
2634,4146.0,患者
2635,4147.0,患者
2636,4148.0,患者
2637,4149.0,患者
2638,4150.0,患者
2639,4151.0,患者
2640,4152.0,患者
2641,4153.0,患者
2642,4154.0,患者
2643,4155.0,患者
2644,4156.0,患者
2645,4157.0,患者
2646,4158.0,患者
2647,4159.0,患者
2648,4160.0,患者
2649,4161.0,患者
2650,4162.0,患者
2651,4163.0,患者
2652,4164.0,患者
2653,4165.0,患者
2654,4166.0,患者
2655,4167.0,患者
2656,4168.0,患者
2657,4169.0,患者
2658,4170.0,患者
2659,4171.0,患者
2660,4172.0,患者
2661,4173.0,患者
2662,4174.0,患者
2663,4175.0,患者
2664,4176.0,患者
2665,4177.0,患者
2666,4182.0,患者
2667,4183.0,患者
2668,4184.0,患者
2669,4185.0,患者
2670,4186.0,患者
2671,4187.0,患者
2672,4189.0,患者
2673,4191.0,患者
2674,4192.0,患者
2675,4193.0,患者
2676,4194.0,患者
2677,4195.0,患者
2678,4196.0,患者
2679,4197.0,患者
2680,4198.0,患者
2681,4199.0,患者
2682,4200.0,患者
2683,4201.0,患者
2684,4202.0,患者
2685,4203.0,患者
2686,4204.0,患者
2687,4206.0,患者
2688,4207.0,患者
2689,4208.0,患者
2690,4209.0,患者
2691,4211.0,患者
2692,4212.0,患者
2693,4213.0,患者
2694,4214.0,患者
2695,4216.0,患者
2696,4217.0,患者
2697,4218.0,患者
2698,4219.0,患者
2699,4220.0,患者
2700,4221.0,患者
2701,4222.0,患者
2702,4223.0,患者
2703,4224.0,患者
2704,4226.0,患者
2705,4227.0,患者
2706,4228.0,患者
2707,4229.0,患者
2708,4230.0,患者
2709,4231.0,患者
2710,4232.0,患者
2711,4233.0,患者
2712,4234.0,患者
2713,4235.0,患者
2714,4236.0,患者
2715,4237.0,患者
2716,4238.0,患者
2717,4239.0,患者
2718,4240.0,患者
2719,4241.0,患者
2720,4242.0,患者
2721,4243.0,患者
2722,4244.0,患者
2723,4245.0,患者
2724,4246.0,患者
2725,4247.0,患者
2726,4248.0,患者
2727,4249.0,患者
2728,4252.0,患者
2729,4253.0,患者
2730,4254.0,患者
2731,4255.0,患者
2732,4256.0,患者
2733,4257.0,患者
2734,4258.0,患者
2735,4259.0,患者
2736,4262.0,患者
2737,4263.0,患者
2738,4264.0,患者
2739,4265.0,患者
2740,4266.0,患者
2741,4267.0,患者
2742,4268.0,患者
2743,4269.0,患者
2744,4270.0,患者
2745,4271.0,患者
2746,4272.0,患者
2747,4273.0,患者
2748,4274.0,患者
2749,4275.0,患者
2750,4276.0,患者
2751,4277.0,患者
2752,4278.0,患者
2753,4279.0,患者
2754,4280.0,患者
2755,4281.0,患者
2756,4282.0,患者
2757,4283.0,患者
2758,4284.0,患者
2759,4285.0,患者
2760,4286.0,患者
2761,4287.0,患者
2762,4288.0,患者
2763,4289.0,患者
2764,4290.0,患者
2765,4291.0,患者
2766,4292.0,患者
2767,4293.0,患者
2768,4294.0,患者
2769,4295.0,患者
2770,4296.0,患者
2771,4297.0,患者
2772,4298.0,患者
2773,4299.0,患者
2774,4301.0,患者
2775,4302.0,患者
2776,4303.0,患者
2777,4304.0,患者
2778,4305.0,患者
2779,4306.0,患者
2780,4307.0,患者
2781,4308.0,患者
2782,4309.0,患者
2783,4310.0,患者
2784,4311.0,患者
2785,4312.0,患者
2786,4313.0,患者
2787,4314.0,患者
2788,4315.0,患者
2789,4316.0,患者
2790,4317.0,患者
2791,4319.0,患者
2792,4320.0,患者
2793,4321.0,患者
2794,4322.0,患者
2795,4323.0,患者
2796,4324.0,患者
2797,4325.0,患者
2798,4326.0,患者
2799,4327.0,患者
2800,4328.0,患者
2801,4329.0,患者
2802,4330.0,患者
2803,4331.0,患者
2804,4332.0,患者
2805,4333.0,患者
2806,4334.0,患者
2807,4335.0,患者
2808,4337.0,患者
2809,4338.0,患者
2810,4339.0,患者
2811,4341.0,患者
2812,4342.0,患者
2813,4343.0,患者
2814,4345.0,患者
2815,4346.0,患者
2816,4347.0,患者
2817,4348.0,患者
2818,4349.0,患者
2819,4350.0,患者
2820,4351.0,患者
2821,4352.0,患者
2822,4353.0,患者
2823,4354.0,患者
2824,4355.0,患者
2825,4356.0,患者
2826,4357.0,患者
2827,4358.0,患者
2828,4359.0,患者
2829,4360.0,患者
2830,4361.0,患者
2831,4362.0,患者
2832,4363.0,患者
2833,4364.0,患者
2834,4365.0,患者
2835,4366.0,患者
2836,4367.0,患者
2837,4368.0,患者
2838,4369.0,患者
2839,4370.0,患者
2840,4371.0,患者
2841,4372.0,患者
2842,4373.0,患者
2843,4374.0,患者
2844,4375.0,患者
2845,4376.0,患者
2846,4377.0,患者
2847,4378.0,患者
2848,4379.0,患者
2849,4380.0,患者
2850,4381.0,患者
2851,4382.0,患者
2852,4383.0,患者
2853,4384.0,患者
2854,4385.0,患者
2855,4386.0,患者
2856,4387.0,患者
2857,4388.0,患者
2858,4389.0,患者
2859,4390.0,患者
2860,4391.0,患者
2861,4392.0,患者
2862,4394.0,患者
2863,4395.0,患者
2864,4396.0,患者
2865,4399.0,患者
2866,4401.0,患者
2867,4402.0,患者
2868,4403.0,患者
2869,4404.0,患者
2870,4405.0,患者
2871,4406.0,患者
2872,4407.0,患者
2873,4408.0,患者
2874,4409.0,患者
2875,4410.0,患者
2876,4411.0,患者
2877,4412.0,患者
2878,4413.0,患者
2879,4414.0,患者
2880,4415.0,患者
2881,4417.0,患者
2882,4418.0,患者
2883,4419.0,患者
2884,4420.0,患者
2885,4421.0,患者
2886,4422.0,患者
2887,4423.0,患者
2888,4424.0,患者
2889,4425.0,患者
2890,4426.0,患者
2891,4427.0,患者
2892,4429.0,患者
2893,4430.0,患者
2894,4431.0,患者
2895,4432.0,患者
2896,4433.0,患者
2897,4434.0,患者
2898,4435.0,患者
2899,4436.0,患者
2900,4437.0,患者
2901,4439.0,患者
2902,4440.0,患者
2903,4441.0,患者
2904,4443.0,患者
2905,4444.0,患者
2906,4445.0,患者
2907,4446.0,患者
2908,4447.0,患者
2909,4448.0,患者
2910,4449.0,患者
2911,4450.0,患者
2912,4451.0,患者
2913,4452.0,患者
2914,4453.0,患者
2915,4454.0,患者
2916,4455.0,患者
2917,4456.0,患者
2918,4457.0,患者
2919,4458.0,患者
2920,4459.0,患者
2921,4460.0,患者
2922,4461.0,患者
2923,4462.0,患者
2924,4463.0,患者
2925,4464.0,患者
2926,4465.0,患者
2927,4467.0,患者
2928,4468.0,患者
2929,4469.0,患者
2930,4470.0,患者
2931,4471.0,患者
2932,4472.0,患者
2933,4473.0,患者
2934,4474.0,患者
2935,4476.0,患者
2936,4478.0,患者
2937,4479.0,患者
2938,4480.0,患者
2939,4481.0,患者
2940,4482.0,患者
2941,4483.0,患者
2942,4484.0,患者
2943,4485.0,患者
2944,4486.0,患者
2945,4488.0,患者
2946,4489.0,患者
2947,4490.0,患者
2948,4491.0,患者
2949,4492.0,患者
2950,4493.0,患者
2951,4494.0,患者
2952,4495.0,患者
2953,4496.0,患者
2954,4497.0,患者
2955,4498.0,患者
2956,4499.0,患者
2957,4500.0,患者
2958,4501.0,患者
2959,4502.0,患者
2960,4503.0,患者
2961,4504.0,患者
2962,4505.0,患者
2963,4506.0,患者
2964,4507.0,患者
2965,4508.0,患者
2966,4509.0,患者
2967,4510.0,患者
2968,4511.0,患者
2969,4512.0,患者
2970,4513.0,患者
2971,4514.0,患者
2972,4515.0,患者
2973,4516.0,患者
2974,4517.0,患者
2975,4518.0,患者
2976,4519.0,患者
2977,4520.0,患者
2978,4521.0,患者
2979,4522.0,患者
2980,4524.0,患者
2981,4525.0,患者
2982,4526.0,患者
2983,4527.0,患者
2984,4528.0,患者
2985,4529.0,患者
2986,4530.0,患者
2987,4531.0,患者
2988,4532.0,患者
2989,4536.0,患者
2990,4537.0,患者
2991,4538.0,患者
2992,4539.0,患者
2993,4540.0,患者
2994,4541.0,患者
2995,4542.0,患者
2996,4543.0,患者
2997,4544.0,患者
2998,4545.0,患者
2999,4546.0,患者
3000,4547.0,患者
3001,4548.0,患者
3002,4549.0,患者
3003,4551.0,患者
3004,4552.0,患者
3005,4553.0,患者
3006,4554.0,患者
3007,4555.0,患者
3008,4556.0,患者
3009,4557.0,患者
3010,4558.0,患者
3011,4559.0,患者
3012,4560.0,患者
3013,4561.0,患者
3014,4562.0,患者
3015,4563.0,患者
3016,4564.0,患者
3017,4565.0,患者
3018,4566.0,患者
3019,4568.0,患者
3020,4569.0,患者
3021,4570.0,患者
3022,4571.0,患者
3023,4572.0,患者
3024,4573.0,患者
3025,4574.0,患者
3026,4575.0,患者
3027,4576.0,患者
3028,4577.0,患者
3029,4578.0,患者
3030,4579.0,患者
3031,4580.0,患者
3032,4581.0,患者
3033,4582.0,患者
3034,4583.0,患者
3035,4584.0,患者
3036,4585.0,患者
3037,4586.0,患者
3038,4588.0,患者
3039,4589.0,患者
3040,4590.0,患者
3041,4591.0,患者
3042,4592.0,患者
3043,4593.0,患者
3044,4595.0,患者
3045,4597.0,患者
3046,4598.0,患者
3047,4599.0,患者
3048,4600.0,患者
3049,4601.0,患者
3050,4602.0,患者
3051,4603.0,患者
3052,4604.0,患者
3053,4606.0,患者
3054,4607.0,患者
3055,4608.0,患者
3056,4609.0,患者
3057,4610.0,患者
3058,4611.0,患者
3059,4612.0,患者
3060,4613.0,患者
3061,4614.0,患者
3062,4615.0,患者
3063,4616.0,患者
3064,4617.0,患者
3065,4618.0,患者
3066,4619.0,患者
3067,4620.0,患者
3068,4621.0,患者
3069,4622.0,患者
3070,4624.0,患者
3071,4625.0,患者
3072,4626.0,患者
3073,4627.0,患者
3074,4628.0,患者
3075,4629.0,患者
3076,4630.0,患者
3077,4631.0,患者
3078,4632.0,患者
3079,4633.0,患者
3080,4634.0,患者
3081,4635.0,患者
3082,4636.0,患者
3083,4637.0,患者
3084,4638.0,患者
3085,4641.0,患者
3086,4642.0,患者
3087,4643.0,患者
3088,4644.0,患者
3089,4645.0,患者
3090,4646.0,患者
3091,4647.0,患者
3092,4648.0,患者
3093,4649.0,患者
3094,4650.0,患者
3095,4651.0,患者
3096,4652.0,患者
3097,4653.0,患者
3098,4654.0,患者
3099,4655.0,患者
3100,4656.0,患者
3101,4657.0,患者
3102,4658.0,患者
3103,4660.0,患者
3104,4661.0,患者
3105,4662.0,患者
3106,4663.0,患者
3107,4664.0,患者
3108,4665.0,患者
3109,4666.0,患者
3110,4667.0,患者
3111,4668.0,患者
3112,4669.0,患者
3113,4670.0,患者
3114,4671.0,患者
3115,4672.0,患者
3116,4673.0,患者
3117,4674.0,患者
3118,4677.0,患者
3119,4678.0,患者
3120,4679.0,患者
3121,4680.0,患者
3122,4681.0,患者
3123,4682.0,患者
3124,4683.0,患者
3125,4684.0,患者
3126,4685.0,患者
3127,4686.0,患者
3128,4687.0,患者
3129,4688.0,患者
3130,4689.0,患者
3131,4690.0,患者
3132,4691.0,患者
3133,4693.0,患者
3134,4695.0,患者
3135,4696.0,患者
3136,4697.0,患者
3137,4698.0,患者
3138,4699.0,患者
3139,4700.0,患者
3140,4701.0,患者
3141,4702.0,患者
3142,4703.0,患者
3143,4704.0,患者
3144,4705.0,患者
3145,4706.0,患者
3146,4707.0,患者
3147,4708.0,患者
3148,4709.0,患者
3149,4710.0,患者
3150,4711.0,患者
3151,4712.0,患者
3152,4713.0,患者
3153,4714.0,患者
3154,4715.0,患者
3155,4716.0,患者
3156,4717.0,患者
3157,4718.0,患者
3158,4720.0,患者
3159,4721.0,患者
3160,4723.0,患者
3161,4725.0,患者
3162,4726.0,患者
3163,4727.0,患者
3164,4728.0,患者
3165,4729.0,患者
3166,4730.0,患者
3167,4731.0,患者
3168,4732.0,患者
3169,4733.0,患者
3170,4735.0,患者
3171,4737.0,患者
3172,4738.0,患者
3173,4739.0,患者
3174,4740.0,患者
3175,4741.0,患者
3176,4742.0,患者
3177,4743.0,患者
3178,4744.0,患者
3179,4745.0,患者
3180,4746.0,患者
3181,4747.0,患者
3182,4748.0,患者
3183,4749.0,患者
3184,4750.0,患者
3185,4751.0,患者
3186,4752.0,患者
3187,4753.0,患者
3188,4754.0,患者
3189,4756.0,患者
3190,4757.0,患者
3191,4758.0,患者
3192,4759.0,患者
3193,4760.0,患者
3194,4761.0,患者
3195,4762.0,患者
3196,4764.0,患者
3197,4765.0,患者
3198,4766.0,患者
3199,4767.0,患者
3200,4768.0,患者
3201,4769.0,患者
3202,4770.0,患者
3203,4771.0,患者
3204,4773.0,患者
3205,4774.0,患者
3206,4775.0,患者
3207,4776.0,患者
3208,4777.0,患者
3209,4778.0,患者
3210,4779.0,患者
3211,4780.0,患者
3212,4781.0,患者
3213,4782.0,患者
3214,4783.0,患者
3215,4784.0,患者
3216,4785.0,患者
3217,4786.0,患者
3218,4787.0,患者
3219,4788.0,患者
3220,4789.0,患者
3221,4790.0,患者
3222,4791.0,患者
3223,4792.0,患者
3224,4793.0,患者
3225,4795.0,患者
3226,4796.0,患者
3227,4797.0,患者
3228,4798.0,患者
3229,4799.0,患者
3230,4800.0,患者
3231,4801.0,患者
3232,4802.0,患者
3233,4803.0,患者
3234,4804.0,患者
3235,4805.0,患者
3236,4806.0,患者
3237,4807.0,患者
3238,4808.0,患者
3239,4810.0,患者
3240,4812.0,患者
3241,4813.0,患者
3242,4816.0,患者
3243,4817.0,患者
3244,4818.0,患者
3245,4819.0,患者
3246,4820.0,患者
3247,4821.0,患者
3248,4822.0,患者
3249,4823.0,患者
3250,4824.0,患者
3251,4826.0,患者
3252,4827.0,患者
3253,4828.0,患者
3254,4829.0,患者
3255,4830.0,患者
3256,4831.0,患者
3257,4832.0,患者
3258,4834.0,患者
3259,4835.0,患者
3260,4836.0,患者
3261,4837.0,患者
3262,4838.0,患者
3263,4839.0,患者
3264,4840.0,患者
3265,4841.0,患者
3266,4842.0,患者
3267,4843.0,患者
3268,4844.0,患者
3269,4845.0,患者
3270,4846.0,患者
3271,4847.0,患者
3272,4849.0,患者
3273,4850.0,患者
3274,4851.0,患者
3275,4852.0,患者
3276,4853.0,患者
3277,4854.0,患者
3278,4855.0,患者
3279,4856.0,患者
3280,4857.0,患者
3281,4858.0,患者
3282,4859.0,患者
3283,4860.0,患者
3284,4862.0,患者
3285,4863.0,患者
3286,4864.0,患者
3287,4865.0,患者
3288,4866.0,患者
3289,4867.0,患者
3290,4868.0,患者
3291,4869.0,患者
3292,4870.0,患者
3293,4871.0,患者
3294,4872.0,患者
3295,4873.0,患者
3296,4874.0,患者
3297,4875.0,患者
3298,4876.0,患者
3299,4877.0,患者
3300,4878.0,患者
3301,4879.0,患者
3302,4880.0,患者
3303,4881.0,患者
3304,4882.0,患者
3305,4883.0,患者
3306,4884.0,患者
3307,4885.0,患者
3308,4886.0,患者
3309,4887.0,患者
3310,4888.0,患者
3311,4889.0,患者
3312,4890.0,患者
3313,4891.0,患者
3314,4892.0,患者
3315,4893.0,患者
3316,4894.0,患者
3317,4895.0,患者
3318,4896.0,患者
3319,4897.0,患者
3320,4898.0,患者
3321,4899.0,患者
3322,4900.0,患者
3323,4901.0,患者
3324,4902.0,患者
3325,4903.0,患者
3326,4905.0,患者
3327,4906.0,患者
3328,4907.0,患者
3329,4908.0,患者
3330,4909.0,患者
3331,4910.0,患者
3332,4911.0,患者
3333,4912.0,患者
3334,4913.0,患者
3335,4914.0,患者
3336,4915.0,患者
3337,4917.0,患者
3338,4918.0,患者
3339,4919.0,患者
3340,4920.0,患者
3341,4921.0,患者
3342,4922.0,患者
3343,4923.0,患者
3344,4924.0,患者
3345,4925.0,患者
3346,4926.0,患者
3347,4927.0,患者
3348,4928.0,患者
3349,4929.0,患者
3350,4930.0,患者
3351,4931.0,患者
3352,4932.0,患者
3353,4933.0,患者
3354,4934.0,患者
3355,4935.0,患者
3356,4936.0,患者
3357,4937.0,患者
3358,4938.0,患者
3359,4939.0,患者
3360,4940.0,患者
3361,4941.0,患者
3362,4942.0,患者
3363,4943.0,患者
3364,4944.0,患者
3365,4945.0,患者
3366,4946.0,患者
3367,4947.0,患者
3368,4948.0,患者
3369,4949.0,患者
3370,4950.0,患者
3371,4952.0,患者
3372,4953.0,患者
3373,4954.0,患者
3374,4956.0,患者
3375,4957.0,患者
3376,4958.0,患者
3377,4959.0,患者
3378,4960.0,患者
3379,4961.0,患者
3380,4962.0,患者
3381,4963.0,患者
3382,4964.0,患者
3383,4965.0,患者
3384,4966.0,患者
3385,4967.0,患者
3386,4968.0,患者
3387,4969.0,患者
3388,4970.0,患者
3389,4971.0,患者
3390,4972.0,患者
3391,4974.0,患者
3392,4975.0,患者
3393,4976.0,患者
3394,4978.0,患者
3395,4979.0,患者
3396,4980.0,患者
3397,4981.0,患者
3398,4982.0,患者
3399,4983.0,患者
3400,4984.0,患者
3401,4985.0,患者
3402,4986.0,患者
3403,4987.0,患者
3404,4988.0,患者
3405,4989.0,患者
3406,4990.0,患者
3407,4991.0,患者
3408,4992.0,患者
3409,4993.0,患者
3410,4994.0,患者
3411,4995.0,患者
3412,4996.0,患者
3413,4997.0,患者
3414,4998.0,患者
3415,4999.0,患者
3416,5000.0,患者
3417,5001.0,患者
3418,5002.0,患者
3419,5003.0,患者
3420,5004.0,患者
3421,5005.0,患者
3422,5006.0,患者
3423,5007.0,患者
3424,5008.0,患者
3425,5009.0,患者
3426,5010.0,患者
3427,5011.0,患者
3428,5013.0,患者
3429,5014.0,患者
3430,5015.0,患者
3431,5016.0,患者
3432,5017.0,患者
3433,5018.0,患者
3434,5019.0,患者
3435,5020.0,患者
3436,脑梗死恢复期,病症
3437,动静脉瘘术后,病症
3438,肝右叶包膜下片状高密度影,病症
3439,糜烂性胃炎伴出血,病症
3440,慢性乙型病毒性性肝炎,病症
3441,双膝半月板损伤,病症
3442,左侧甲状腺内结节,病症
3443,心律失常（室性早搏，房性早搏）,病症
3444,三发性甲状旁腺功能亢进症,病症
3445,阑尾炎手术后,病症
3446,双眼白内障,病症
3447,浅表性胃炎（轻度慢性萎缩性胃炎伴肠上皮化生）,病症
3448,冠脉支架植入术后,病症
3449,颈椎病、椎管狭窄,病症
3450,乳腺囊肿,病症
3451,颈部淋巴结肿大,病症
3452,糖尿病神经病变早期,病症
3453,子宫腺肌病,病症
3454,乳腺切除术后,病症
3455,肝右叶多发低密度灶,病症
3456,间歇性窦性心律不齐,病症
3457,左眼异物取出术后,病症
3458,左肺下叶肺不张,病症
3459,阵旧性脑梗塞,病症
3460,颈动脉狭窄（重度）,病症
3461,十二指肠绒毛管状腺瘤,病症
3462,血小板减少,病症
3463,双下肢动脉粥样硬化闭塞症,病症
3464,右颈内静脉血栓形成,病症
3465,维生素D缺乏病,病症
3466,颈动脉、下肢动脉粥样硬化症（右胫后动脉闭塞）,病症
3467,2型糖尿病 糖尿病酮症,病症
3468,糖尿病周围病变,病症
3469,慢性十二指肠球部溃疡,病症
3470,宫腔占位,病症
3471,阴道炎,病症
3472,心室内传导延缓,病症
3473,肝右后叶实质性占位（血管瘤可能）,病症
3474,肝血管瘤,病症
3475,颈椎退变（C3-6椎间盘突出，伴椎管狭窄，T1/2椎间盘突出）,病症
3476,高血压病Ⅲ级（极高危）,病症
3477,肝功能损伤,病症
3478,甲状腺双叶结节,病症
3479,白内障术后（右眼）,病症
3480,心率失常,病症
3481,膝关节外伤术后,病症
3482,右侧甲状腺囊肿,病症
3483,慢性直肠乙状结肠炎,病症
3484,呼吸道感染,病症
3485,反流性食管炎  浅表性胃炎,病症
3486,慢性支气管炎,病症
3487,左上肺陈旧性病变,病症
3488,亚临床甲状腺功能减退症,病症
3489,泪管堵塞,病症
3490,慢性肾功能不全（3期）,病症
3491,腹腔镜胆囊切除术后,病症
3492,双下肢动脉内膜增厚伴斑块形成,病症
3493,乳腺小叶增生症,病症
3494,右膝关节少量积液,病症
3495,右肺中叶点状钙化灶,病症
3496,肝血管瘤可疑,病症
3497,左侧肾上腺外侧支结节（髓脂瘤可能）,病症
3498,L5椎体双侧椎弓峡部裂,病症
3499,左下肢血管弹性重度下降,病症
3500,动脉粥样硬化症（颈动脉、肾动脉、腹主动脉）,病症
3501,肛周脓肿,病症
3502,前庭大腺炎伴感染,病症
3503,双肾皮质回声增强,病症
3504,直肠囊肿术后,病症
3505,双侧肱骨近端骨折内固定术后,病症
3506,亚临床甲减,病症
3507,右束支传导阻滞,病症
3508,ICD植入术后,病症
3509,间歇性II度房室传导阻滞,病症
3510,脑干左侧腔隙性脑梗死,病症
3511,颈椎病（颈椎骨质增生）,病症
3512,L4/5腰椎间盘突出伴椎间隙狭窄,病症
3513,双侧踝关节退变,病症
3514,宫颈癌放化疗后,病症
3515,亚临床甲状腺功能减低症,病症
3516,颈部多发淋巴结肿大,病症
3517,糖尿病性视网膜病变,病症
3518,高血压病   2级  极高危,病症
3519,贫血（中度）,病症
3520,鸡眼,病症
3521,甲状腺结节（左右叶）,病症
3522,高血压病1级高危,病症
3523,右侧上颌窦炎,病症
3524,左肺非小细胞癌,病症
3525,乳腺癌术后（右乳腺）,病症
3526,直肠子宫窝积液,病症
3527,直肠癌切除术后,病症
3528,右侧甲状旁腺占位,病症
3529,肝内多发低密度影,病症
3530,肾脏囊肿,病症
3531,糖尿病视网膜病1期,病症
3532,陈旧性广泛前壁心肌梗死,病症
3533,右侧上颌窦及蝶窦炎,病症
3534,慢性萎缩性胆囊炎伴胆囊结石,病症
3535,胆囊炎.胆囊结石,病症
3536,左肾透明细胞癌术后,病症
3537,左肾上腺髓质瘤,病症
